Date,Month,Year,Channel,Campaign_Name,Ad_Spend,Operational_Cost,Impressions,Clicks,Leads_Generated,Customers_Acquired,Total_Cost,Revenue_Generated,AOV,Conversion_Rate,Cost_Per_Acquisition,Month Name
6/8/2021,6,2021,TikTok,Brand Awareness,1556.47,434.93,232444,11382,1898,160,1991.4,5419.39,33.87,0.0843,12.45,June
3/29/2023,3,2023,TikTok,Summer Promo,1569.6,301.73,465505,19227,1318,372,1871.33,19101.88,51.35,0.2822,5.03,March
9/18/2024,9,2024,Google Search,Black Friday Push,3741.65,298.86,499757,2961,1075,207,4040.51,12150.91,58.7,0.1926,19.52,September
6/20/2023,6,2023,Instagram,Discount Week,335.9,495.53,277319,18849,979,269,831.43,18692.24,69.49,0.2748,3.09,June
1/14/2023,1,2023,Instagram,Holiday Sales,4524.19,383.23,138263,16684,1743,194,4907.42,4227.58,21.79,0.1113,25.3,January
12/24/2024,12,2024,Referral,Black Friday Push,4276.09,232.3,346578,15244,3290,380,4508.39,3108.5,8.18,0.1155,11.86,December
7/31/2021,7,2021,TikTok,Black Friday Push,3372.24,359.55,85518,5001,762,403,3731.79,17145.29,42.54,0.5289,9.26,July
11/12/2021,11,2021,Instagram,Discount Week,3006.79,206.83,212230,8148,3100,152,3213.62,13682.16,90.01,0.049,21.14,November
7/10/2021,7,2021,Email,Reactivation Campaign,4472.28,129.86,329681,16167,325,237,4602.14,3894.25,16.43,0.7292,19.42,July
5/16/2024,5,2024,Google Search,Summer Promo,1008.12,306.49,378865,8152,2326,88,1314.61,5533.32,62.88,0.0378,14.94,May
10/9/2022,10,2022,Email,Summer Promo,486.95,465.53,48645,5615,560,11,952.48,16053.15,1459.38,0.0196,86.59,October
10/7/2021,10,2021,Email,Summer Promo,1273.6,465.99,240608,1223,4944,187,1739.59,9186.6,49.13,0.0378,9.3,October
3/6/2022,3,2022,LinkedIn Ads,Summer Promo,3993.43,184.11,24283,8674,1391,214,4177.54,13476.7,62.98,0.1538,19.52,March
11/17/2022,11,2022,LinkedIn Ads,Brand Awareness,269.88,273.29,350115,14444,4768,15,543.17,6503.37,433.56,0.0031,36.21,November
7/1/2024,7,2024,Google Search,Summer Promo,2955.75,121.59,355903,13306,3052,266,3077.34,7748.35,29.13,0.0872,11.57,July
4/28/2024,4,2024,Email,Brand Awareness,4977.64,497.9,191195,885,2432,297,5475.54,19816.11,66.72,0.1221,18.44,April
9/25/2023,9,2023,Instagram,Brand Awareness,4292.91,490.94,103780,18696,2009,411,4783.85,5102.82,12.42,0.2046,11.64,September
12/26/2024,12,2024,TikTok,Reactivation Campaign,2655.08,331.76,424240,11874,1935,444,2986.84,10227.84,23.04,0.2295,6.73,December
9/16/2023,9,2023,Google Search,Summer Promo,411.84,406.12,443846,4617,4846,73,817.96,16919.17,231.77,0.0151,11.2,September
7/21/2024,7,2024,Referral,Lead Gen Burst,4173.73,363.25,293878,3865,4775,52,4536.98,4936.62,94.94,0.0109,87.25,July
3/9/2024,3,2024,Email,Holiday Sales,3034.99,304.72,1515,16680,2168,128,3339.71,8421.23,65.79,0.059,26.09,March
10/3/2023,10,2023,Google Search,Black Friday Push,663.17,45.61,373926,2479,3872,28,708.78,12378.81,442.1,0.0072,25.31,October
2/5/2024,2,2024,Facebook Ads,Brand Awareness,559.9,238.29,329871,9232,2431,65,798.19,9727.53,149.65,0.0267,12.28,February
6/8/2023,6,2023,Facebook Ads,Discount Week,4557.17,343.9,229872,9168,3798,17,4901.07,9298.14,546.95,0.0045,288.3,June
7/8/2020,7,2020,LinkedIn Ads,Discount Week,3379.08,345.22,372308,11680,2518,351,3724.3,7377.69,21.02,0.1394,10.61,July
6/2/2023,6,2023,TikTok,Holiday Sales,4163.51,199.1,309360,2657,3808,428,4362.61,11815.6,27.61,0.1124,10.19,June
11/9/2023,11,2023,Instagram,Discount Week,4407,472.01,334977,5980,2332,138,4879.01,12562.58,91.03,0.0592,35.36,November
11/1/2023,11,2023,TikTok,Lead Gen Burst,2901.68,100.33,59755,4072,622,319,3002.01,13135.13,41.18,0.5129,9.41,November
7/30/2023,7,2023,TikTok,Discount Week,2635.49,260.17,28856,12041,2170,229,2895.66,1593.29,6.96,0.1055,12.64,July
9/24/2021,9,2021,TikTok,Black Friday Push,2209.09,351.62,74870,6667,3313,254,2560.71,12694.48,49.98,0.0767,10.08,September
9/19/2021,9,2021,TikTok,Black Friday Push,1653.04,354.63,418378,3201,997,477,2007.67,19074.1,39.99,0.4784,4.21,September
8/30/2022,8,2022,Referral,Brand Awareness,2229.52,331.35,138080,5630,1382,210,2560.87,10911.53,51.96,0.152,12.19,August
11/3/2024,11,2024,Referral,Summer Promo,3892.01,152.14,271131,7104,4386,431,4044.15,14362.29,33.32,0.0983,9.38,November
7/6/2023,7,2023,LinkedIn Ads,Reactivation Campaign,3049.42,94.98,456748,7669,3179,294,3144.4,11223.3,38.17,0.0925,10.7,July
10/14/2023,10,2023,Google Search,Lead Gen Burst,4473.36,325.25,97502,15873,4787,231,4798.61,17123.86,74.13,0.0483,20.77,October
12/10/2021,12,2021,Facebook Ads,Brand Awareness,2272.56,307.67,397548,13297,1310,241,2580.23,18605.75,77.2,0.184,10.71,December
1/19/2024,1,2024,TikTok,Lead Gen Burst,3074.74,106.09,67323,4623,4838,70,3180.83,3847.55,54.96,0.0145,45.44,January
12/5/2023,12,2023,LinkedIn Ads,Summer Promo,3193.41,358.47,433206,15389,3083,104,3551.88,8849.83,85.09,0.0337,34.15,December
10/10/2021,10,2021,Google Search,Discount Week,2999.32,238.48,273017,3541,2691,204,3237.8,7969.17,39.06,0.0758,15.87,October
11/13/2020,11,2020,Facebook Ads,Discount Week,3542.91,340.53,214614,756,2988,53,3883.44,8223.26,155.16,0.0177,73.27,November
8/27/2024,8,2024,Email,Reactivation Campaign,1263.42,421.94,479977,15778,2528,462,1685.36,2685.38,5.81,0.1828,3.65,August
6/2/2023,6,2023,Instagram,Summer Promo,2610.58,101.47,168516,7047,3587,428,2712.05,16309.59,38.11,0.1193,6.34,June
6/11/2023,6,2023,Referral,Brand Awareness,610.7,29.19,429556,5283,1490,375,639.89,908.17,2.42,0.2517,1.71,June
11/14/2021,11,2021,Email,Reactivation Campaign,1984.11,393.97,106219,5805,2105,330,2378.08,10658.89,32.3,0.1568,7.21,November
10/25/2021,10,2021,Facebook Ads,Summer Promo,2489.57,312.65,6033,17768,4586,54,2802.22,13305.19,246.39,0.0118,51.89,October
10/29/2023,10,2023,Email,Holiday Sales,3295.9,355.83,336468,18281,3720,276,3651.73,4307.89,15.61,0.0742,13.23,October
8/22/2024,8,2024,Instagram,Black Friday Push,4757.6,422.31,278833,6901,2006,335,5179.91,18135.83,54.14,0.167,15.46,August
6/19/2024,6,2024,LinkedIn Ads,Reactivation Campaign,3043.19,405.35,110756,12176,1392,31,3448.54,16803.27,542.04,0.0223,111.24,June
2/4/2024,2,2024,Facebook Ads,Reactivation Campaign,3743.61,481.24,481350,7915,3188,135,4224.85,9527.46,70.57,0.0423,31.3,February
6/10/2023,6,2023,Email,Brand Awareness,2580.7,277.25,497232,12168,1035,58,2857.95,8340.75,143.81,0.056,49.28,June
9/11/2024,9,2024,Referral,Lead Gen Burst,3207.11,254.48,489455,3367,1770,105,3461.59,4884.04,46.51,0.0593,32.97,September
2/10/2023,2,2023,Referral,Holiday Sales,447.57,212.91,263210,12262,4768,266,660.48,14653.87,55.09,0.0558,2.48,February
2/29/2024,2,2024,Google Search,Brand Awareness,1346.52,93.77,115159,11397,1225,10,1440.29,2808.53,280.85,0.0082,144.03,February
3/17/2021,3,2021,Email,Summer Promo,1873.08,294.85,177318,10440,4935,496,2167.93,13668.71,27.56,0.1005,4.37,March
7/17/2021,7,2021,TikTok,Summer Promo,2415.22,152.97,8533,14913,4976,253,2568.19,16880.65,66.72,0.0508,10.15,July
7/15/2023,7,2023,Email,Summer Promo,323.68,462.23,474855,16598,3811,295,785.91,4723.74,16.01,0.0774,2.66,July
3/13/2024,3,2024,LinkedIn Ads,Summer Promo,786.12,299.93,202224,7110,2419,156,1086.05,17355.26,111.25,0.0645,6.96,March
11/10/2023,11,2023,Facebook Ads,Lead Gen Burst,1456.39,304.56,243653,15554,4350,158,1760.95,859.8,5.44,0.0363,11.15,November
11/11/2023,11,2023,Facebook Ads,Holiday Sales,4860.51,190.36,378972,3107,1623,37,5050.87,18273.19,493.87,0.0228,136.51,November
2/10/2023,2,2023,LinkedIn Ads,Discount Week,1723.6,44.95,322802,4478,1268,119,1768.55,2543.57,21.37,0.0938,14.86,February
6/24/2024,6,2024,Email,Black Friday Push,2462,35.24,301642,452,876,67,2497.24,12986.03,193.82,0.0765,37.27,June
7/6/2024,7,2024,LinkedIn Ads,Lead Gen Burst,1060.88,223.2,110028,8655,839,242,1284.08,5151.63,21.29,0.2884,5.31,July
8/9/2022,8,2022,Instagram,Lead Gen Burst,3092.82,60.59,274916,15811,2827,299,3153.41,16763.74,56.07,0.1058,10.55,August
1/9/2023,1,2023,LinkedIn Ads,Discount Week,1475.35,311.29,352529,917,923,463,1786.64,10343.55,22.34,0.5016,3.86,January
11/29/2021,11,2021,Referral,Discount Week,1114.26,442.87,443252,13829,1729,213,1557.13,2877.78,13.51,0.1232,7.31,November
4/22/2020,4,2020,LinkedIn Ads,Black Friday Push,2631.21,443.8,452747,15205,2418,308,3075.01,11505.63,37.36,0.1274,9.98,April
1/2/2020,1,2020,Facebook Ads,Black Friday Push,126.98,336.34,251231,8260,1318,101,463.32,8276.08,81.94,0.0766,4.59,January
10/3/2021,10,2021,Referral,Discount Week,137.55,121.39,13940,414,4503,56,258.94,13296.67,237.44,0.0124,4.62,October
8/7/2020,8,2020,Facebook Ads,Summer Promo,1173.44,434.24,381171,15416,2110,332,1607.68,17661.69,53.2,0.1573,4.84,August
5/8/2024,5,2024,Google Search,Lead Gen Burst,279.93,445.32,17932,6621,2573,324,725.25,8305.9,25.64,0.1259,2.24,May
5/4/2022,5,2022,TikTok,Brand Awareness,629.33,114.39,227377,17013,1143,239,743.72,5939.64,24.85,0.2091,3.11,May
10/25/2024,10,2024,Facebook Ads,Black Friday Push,1760.42,373.96,451043,14067,214,393,2134.38,487.4,1.24,1.8364,5.43,October
6/2/2023,6,2023,Referral,Black Friday Push,4032.67,157.53,455647,6518,1069,231,4190.2,11581.81,50.14,0.2161,18.14,June
1/19/2021,1,2021,Google Search,Discount Week,2903.04,405.27,25648,4200,4916,362,3308.31,8165.04,22.56,0.0736,9.14,January
11/27/2023,11,2023,Facebook Ads,Holiday Sales,2612.07,498.67,33966,13115,2225,381,3110.74,7618.05,19.99,0.1712,8.16,November
7/19/2024,7,2024,Instagram,Brand Awareness,1538.1,34.41,421993,19473,238,92,1572.51,3822.12,41.54,0.3866,17.09,July
2/27/2023,2,2023,LinkedIn Ads,Brand Awareness,4665.59,450.74,256733,4187,797,279,5116.33,8715.1,31.24,0.3501,18.34,February
12/12/2022,12,2022,TikTok,Black Friday Push,2045.37,318.86,164639,12286,3115,447,2364.23,19691.95,44.05,0.1435,5.29,December
9/3/2024,9,2024,Facebook Ads,Summer Promo,526.75,487.22,247331,16886,2171,109,1013.97,6095.53,55.92,0.0502,9.3,September
12/30/2021,12,2021,Google Search,Holiday Sales,3123.63,243.2,411390,12203,339,317,3366.83,12074.15,38.09,0.9351,10.62,December
8/22/2024,8,2024,Instagram,Brand Awareness,657.81,426.75,43598,13883,1364,168,1084.56,15574.44,92.7,0.1232,6.46,August
9/29/2024,9,2024,Email,Black Friday Push,1791.59,49.95,191271,1431,1219,300,1841.54,15033.32,50.11,0.2461,6.14,September
12/10/2023,12,2023,Google Search,Brand Awareness,2586.32,180.93,408014,8204,4424,470,2767.25,6709.73,14.28,0.1062,5.89,December
9/3/2020,9,2020,LinkedIn Ads,Reactivation Campaign,4383.69,52.17,459580,1517,288,408,4435.86,12295.03,30.13,1.4167,10.87,September
4/15/2022,4,2022,Google Search,Holiday Sales,2518.38,488.16,411774,13489,217,435,3006.54,17451.04,40.12,2.0046,6.91,April
1/2/2024,1,2024,Instagram,Holiday Sales,3541.07,412.15,324228,19172,1663,442,3953.22,505.86,1.14,0.2658,8.94,January
7/21/2020,7,2020,Google Search,Reactivation Campaign,4964.8,429.22,176309,17314,4083,218,5394.02,8827.54,40.49,0.0534,24.74,July
4/22/2023,4,2023,Instagram,Lead Gen Burst,744.3,470.22,197569,12056,4852,222,1214.52,4640.61,20.9,0.0458,5.47,April
5/2/2020,5,2020,Facebook Ads,Reactivation Campaign,1446.18,60.85,132250,3199,1422,161,1507.03,7894.92,49.04,0.1132,9.36,May
2/4/2021,2,2021,Instagram,Discount Week,2033.42,205.09,249004,7942,2391,16,2238.51,8436.59,527.29,0.0067,139.91,February
2/5/2022,2,2022,Instagram,Discount Week,2166.96,54.1,480222,16186,1799,278,2221.06,14984.09,53.9,0.1545,7.99,February
10/20/2020,10,2020,TikTok,Black Friday Push,2114,121.18,18118,1218,109,497,2235.18,2057.67,4.14,4.5596,4.5,October
10/6/2020,10,2020,Instagram,Holiday Sales,4547.29,130.1,23616,12406,4870,57,4677.39,10349.16,181.56,0.0117,82.06,October
6/2/2022,6,2022,Instagram,Lead Gen Burst,3598.76,245.17,132870,3179,3898,62,3843.93,11371.06,183.4,0.0159,62,June
6/21/2024,6,2024,Email,Lead Gen Burst,3078.74,148.91,270745,15082,3850,498,3227.65,9984.32,20.05,0.1294,6.48,June
7/16/2020,7,2020,Facebook Ads,Brand Awareness,1615.93,68.47,288507,2576,3695,363,1684.4,14691.09,40.47,0.0982,4.64,July
9/8/2022,9,2022,LinkedIn Ads,Brand Awareness,4136.57,100.4,3795,11109,3297,466,4236.97,7799.07,16.74,0.1413,9.09,September
3/14/2024,3,2024,TikTok,Reactivation Campaign,4779.8,90.69,98462,3566,383,327,4870.49,18910.35,57.83,0.8538,14.89,March
1/21/2022,1,2022,Email,Lead Gen Burst,4123.87,487.08,439480,19801,3298,242,4610.95,9739.71,40.25,0.0734,19.05,January
5/23/2020,5,2020,Referral,Reactivation Campaign,107.67,384.46,366036,10436,3334,90,492.13,11510.04,127.89,0.027,5.47,May
8/31/2021,8,2021,Facebook Ads,Reactivation Campaign,3218.37,484.53,335977,3605,4813,72,3702.9,16545.51,229.8,0.015,51.43,August
5/9/2023,5,2023,Facebook Ads,Brand Awareness,350.56,231.08,266228,16062,3443,326,581.64,5649.67,17.33,0.0947,1.78,May
2/21/2023,2,2023,Referral,Holiday Sales,1362.28,153.62,359009,14207,229,30,1515.9,1689,56.3,0.131,50.53,February
7/5/2020,7,2020,LinkedIn Ads,Reactivation Campaign,391.67,403.18,470862,5161,742,359,794.85,14214.12,39.59,0.4838,2.21,July
9/11/2023,9,2023,Instagram,Summer Promo,3058.6,176.6,263875,6802,240,407,3235.2,9763.63,23.99,1.6958,7.95,September
4/8/2021,4,2021,Email,Holiday Sales,3464.29,163.7,133201,16879,4283,288,3627.99,17950.78,62.33,0.0672,12.6,April
10/4/2023,10,2023,Google Search,Lead Gen Burst,660.99,131.6,160094,6414,716,86,792.59,19657.06,228.57,0.1201,9.22,October
11/29/2024,11,2024,TikTok,Lead Gen Burst,1980.81,82.25,264749,3676,1893,234,2063.06,8102.37,34.63,0.1236,8.82,November
10/21/2021,10,2021,Google Search,Reactivation Campaign,2335.56,143.1,78506,3925,4723,235,2478.66,8425.69,35.85,0.0498,10.55,October
2/2/2022,2,2022,Referral,Holiday Sales,1908.36,190.55,241313,5547,1264,313,2098.91,8277.66,26.45,0.2476,6.71,February
8/12/2022,8,2022,Facebook Ads,Brand Awareness,693.02,343.52,45130,16029,753,365,1036.54,6626.17,18.15,0.4847,2.84,August
2/6/2021,2,2021,LinkedIn Ads,Brand Awareness,2152.84,50.03,423481,11579,3991,265,2202.87,15677.4,59.16,0.0664,8.31,February
10/1/2023,10,2023,Facebook Ads,Discount Week,3780.77,121.04,164402,16695,3556,287,3901.81,15228.12,53.06,0.0807,13.6,October
3/14/2024,3,2024,TikTok,Lead Gen Burst,447.94,408.33,331613,13432,514,327,856.27,9677.17,29.59,0.6362,2.62,March
5/26/2020,5,2020,Facebook Ads,Black Friday Push,492.88,90.52,147259,4075,1828,393,583.4,1084.29,2.76,0.215,1.48,May
3/17/2023,3,2023,Facebook Ads,Discount Week,1838.38,184.47,420007,10508,4885,269,2022.85,6329.27,23.53,0.0551,7.52,March
5/13/2022,5,2022,TikTok,Brand Awareness,4714.46,435.04,353580,13894,2946,186,5149.5,5987.6,32.19,0.0631,27.69,May
9/30/2024,9,2024,Email,Holiday Sales,3376.01,94.36,202682,4225,4237,131,3470.37,16259.53,124.12,0.0309,26.49,September
5/3/2021,5,2021,Email,Brand Awareness,3425.48,59.71,375485,9224,2139,291,3485.19,1934,6.65,0.136,11.98,May
7/17/2022,7,2022,TikTok,Holiday Sales,1873.41,252.58,224034,3493,1782,481,2125.99,16152.37,33.58,0.2699,4.42,July
7/21/2024,7,2024,LinkedIn Ads,Discount Week,3008.94,165.16,434083,10775,1227,277,3174.1,13449.84,48.56,0.2258,11.46,July
7/4/2021,7,2021,Referral,Lead Gen Burst,149.64,290.44,395109,743,3672,320,440.08,14702.34,45.94,0.0871,1.38,July
12/3/2020,12,2020,Facebook Ads,Brand Awareness,3216.87,405.83,100694,8397,1782,351,3622.7,8757.82,24.95,0.197,10.32,December
5/21/2022,5,2022,LinkedIn Ads,Reactivation Campaign,4575.11,85.83,20773,11830,1309,180,4660.94,13658.57,75.88,0.1375,25.89,May
10/2/2021,10,2021,Facebook Ads,Holiday Sales,3101.61,298.74,267383,18246,4864,290,3400.35,12258.77,42.27,0.0596,11.73,October
12/7/2024,12,2024,Referral,Lead Gen Burst,4381.12,262.64,284007,13891,706,480,4643.76,15425.81,32.14,0.6799,9.67,December
4/17/2021,4,2021,Email,Black Friday Push,3647.47,89.16,314559,14304,2994,377,3736.63,9046.04,23.99,0.1259,9.91,April
5/30/2020,5,2020,LinkedIn Ads,Holiday Sales,690.74,319.52,69968,14071,156,163,1010.26,9561.95,58.66,1.0449,6.2,May
12/9/2023,12,2023,Instagram,Discount Week,4522.02,151.35,494891,13418,1330,271,4673.37,12942.81,47.76,0.2038,17.24,December
8/14/2023,8,2023,Instagram,Black Friday Push,425.57,254.16,61430,5774,1306,376,679.73,2339.93,6.22,0.2879,1.81,August
6/22/2024,6,2024,Instagram,Black Friday Push,2716.44,59.49,251072,1457,3727,96,2775.93,8837.64,92.06,0.0258,28.92,June
9/19/2020,9,2020,Email,Summer Promo,796.47,240.6,2515,8082,1716,262,1037.07,19444.63,74.22,0.1527,3.96,September
11/22/2024,11,2024,Email,Brand Awareness,157.36,167.1,98206,14622,811,365,324.46,943.54,2.59,0.4501,0.89,November
5/23/2020,5,2020,Referral,Holiday Sales,2167.97,414.74,246282,17844,4335,469,2582.71,6456.89,13.77,0.1082,5.51,May
12/11/2020,12,2020,Facebook Ads,Black Friday Push,1545.7,47.35,236702,19931,2727,353,1593.05,6419.37,18.19,0.1294,4.51,December
9/15/2021,9,2021,Referral,Summer Promo,2481.4,220.93,408821,7444,4661,288,2702.33,12742.59,44.25,0.0618,9.38,September
10/13/2022,10,2022,Referral,Discount Week,2928.28,240.05,319384,16985,1330,436,3168.33,2294.85,5.26,0.3278,7.27,October
5/14/2024,5,2024,Email,Lead Gen Burst,314.32,368,6586,11636,4138,83,682.32,12645.17,152.35,0.0201,8.22,May
5/30/2022,5,2022,Instagram,Reactivation Campaign,702.72,295.66,495437,12976,1164,225,998.38,2081.8,9.25,0.1933,4.44,May
1/2/2020,1,2020,Google Search,Reactivation Campaign,2837.35,340.26,383563,1047,2874,412,3177.61,2080.08,5.05,0.1434,7.71,January
6/15/2022,6,2022,Facebook Ads,Holiday Sales,1781.52,392.98,385518,14440,4521,223,2174.5,14618.03,65.55,0.0493,9.75,June
8/20/2023,8,2023,Email,Black Friday Push,3672.95,433.86,246277,6149,1247,469,4106.81,6617.88,14.11,0.3761,8.76,August
9/10/2020,9,2020,Instagram,Reactivation Campaign,3296.23,170.66,32186,13559,352,118,3466.89,19552.97,165.7,0.3352,29.38,September
8/2/2024,8,2024,LinkedIn Ads,Brand Awareness,4243.46,278.25,27928,5540,1836,482,4521.71,939.59,1.95,0.2625,9.38,August
3/28/2021,3,2021,Google Search,Reactivation Campaign,3493.21,423.25,230336,5666,1574,192,3916.46,9013.11,46.94,0.122,20.4,March
11/26/2022,11,2022,Google Search,Reactivation Campaign,2206.66,494.94,215159,16008,3940,79,2701.6,2440.09,30.89,0.0201,34.2,November
3/29/2023,3,2023,Email,Reactivation Campaign,3397.54,446.97,386134,2298,1923,78,3844.51,7157.3,91.76,0.0406,49.29,March
10/11/2022,10,2022,TikTok,Summer Promo,1449.37,198.3,350173,17282,3237,147,1647.67,19964.8,135.81,0.0454,11.21,October
1/9/2020,1,2020,Facebook Ads,Black Friday Push,1600.94,113.68,21711,10798,3763,107,1714.62,17799.08,166.35,0.0284,16.02,January
6/10/2023,6,2023,Google Search,Brand Awareness,3966.03,254.91,55962,10564,2360,382,4220.94,1156.82,3.03,0.1619,11.05,June
1/27/2023,1,2023,Email,Black Friday Push,2287.46,375.99,21039,8745,1402,271,2663.45,11352.47,41.89,0.1933,9.83,January
8/9/2024,8,2024,Email,Holiday Sales,4012.06,256.43,37561,8120,2785,390,4268.49,13026.88,33.4,0.14,10.94,August
3/26/2022,3,2022,Instagram,Holiday Sales,4129.87,251.93,207555,8944,1829,244,4381.8,4348.79,17.82,0.1334,17.96,March
7/26/2020,7,2020,LinkedIn Ads,Holiday Sales,4302.06,422.35,492087,16748,2496,73,4724.41,3073.09,42.1,0.0292,64.72,July
2/28/2023,2,2023,TikTok,Discount Week,4591.51,193.47,475611,15173,4065,357,4784.98,18106.75,50.72,0.0878,13.4,February
2/7/2021,2,2021,Facebook Ads,Reactivation Campaign,2211.83,432.7,220730,2426,409,468,2644.53,19382.57,41.42,1.1443,5.65,February
5/31/2020,5,2020,Referral,Discount Week,1662.45,215.27,2577,4428,1726,354,1877.72,19839.48,56.04,0.2051,5.3,May
2/23/2020,2,2020,LinkedIn Ads,Summer Promo,2952.77,177.55,108792,11232,2830,422,3130.32,15837.28,37.53,0.1491,7.42,February
2/17/2023,2,2023,LinkedIn Ads,Holiday Sales,1918.74,237.92,422566,624,3850,26,2156.66,13337.34,512.97,0.0068,82.95,February
8/23/2024,8,2024,Instagram,Brand Awareness,3045.26,385.97,248980,13380,4215,210,3431.23,7045.46,33.55,0.0498,16.34,August
9/19/2021,9,2021,Google Search,Black Friday Push,3557.37,80.48,239540,8999,3197,92,3637.85,3593.69,39.06,0.0288,39.54,September
8/9/2021,8,2021,Google Search,Reactivation Campaign,3473.18,114.28,428014,19244,69,125,3587.46,1763.82,14.11,1.8116,28.7,August
7/6/2024,7,2024,Instagram,Lead Gen Burst,1935.31,476.69,229506,5720,1304,435,2412,13927.29,32.02,0.3336,5.54,July
12/14/2023,12,2023,Email,Brand Awareness,917.61,104.24,213489,6617,4925,73,1021.85,15737.52,215.58,0.0148,14,December
12/16/2023,12,2023,Google Search,Reactivation Campaign,2209.59,292.51,11785,12766,1420,480,2502.1,16563.78,34.51,0.338,5.21,December
4/13/2020,4,2020,TikTok,Discount Week,798.71,298.07,73227,19893,3598,123,1096.78,18292.55,148.72,0.0342,8.92,April
9/10/2020,9,2020,Facebook Ads,Discount Week,4461.48,255.02,381824,6167,973,309,4716.5,17622.61,57.03,0.3176,15.26,September
6/4/2023,6,2023,LinkedIn Ads,Brand Awareness,1794.8,329.48,325101,7887,373,184,2124.28,19994.88,108.67,0.4933,11.55,June
2/9/2023,2,2023,LinkedIn Ads,Discount Week,856.85,130.32,66431,16637,237,187,987.17,5032.47,26.91,0.789,5.28,February
5/24/2021,5,2021,TikTok,Holiday Sales,224.69,285.28,411513,14581,2247,198,509.97,15313.49,77.34,0.0881,2.58,May
2/5/2024,2,2024,Google Search,Summer Promo,3264.53,198.64,335038,19209,3088,78,3463.17,11811.9,151.43,0.0253,44.4,February
4/8/2020,4,2020,LinkedIn Ads,Black Friday Push,3220.82,337.6,248941,18426,925,348,3558.42,5372.65,15.44,0.3762,10.23,April
6/1/2020,6,2020,Referral,Summer Promo,1768.96,87.79,195844,18677,693,186,1856.75,19641.73,105.6,0.2684,9.98,June
7/2/2022,7,2022,Facebook Ads,Reactivation Campaign,451.39,294.02,151653,8548,4277,344,745.41,17978.38,52.26,0.0804,2.17,July
5/27/2022,5,2022,Facebook Ads,Black Friday Push,2107.18,108.93,318336,18121,1474,253,2216.11,2744.61,10.85,0.1716,8.76,May
12/3/2020,12,2020,LinkedIn Ads,Black Friday Push,1624.97,153.75,264606,4159,4730,13,1778.72,717.94,55.23,0.0027,136.82,December
9/25/2024,9,2024,Instagram,Summer Promo,3417.89,124.98,391992,18294,4264,299,3542.87,13828.95,46.25,0.0701,11.85,September
4/1/2022,4,2022,LinkedIn Ads,Brand Awareness,3068.32,107.76,196245,17156,3627,76,3176.08,12161.79,160.02,0.021,41.79,April
4/1/2023,4,2023,Instagram,Black Friday Push,1886.51,416.34,409727,13571,2105,51,2302.85,18729.15,367.24,0.0242,45.15,April
10/9/2024,10,2024,LinkedIn Ads,Summer Promo,1167.67,157.14,339250,8770,2270,275,1324.81,4833.3,17.58,0.1211,4.82,October
8/14/2022,8,2022,Referral,Black Friday Push,4941.38,465.02,311809,4943,3794,149,5406.4,1870.88,12.56,0.0393,36.28,August
8/31/2024,8,2024,Email,Lead Gen Burst,2324.61,485.56,176486,16777,828,219,2810.17,5332.46,24.35,0.2645,12.83,August
6/9/2020,6,2020,Facebook Ads,Brand Awareness,3472.54,294.21,344154,8450,3436,122,3766.75,574.77,4.71,0.0355,30.88,June
5/22/2024,5,2024,LinkedIn Ads,Holiday Sales,788.71,88.64,73573,19840,4156,211,877.35,910.68,4.32,0.0508,4.16,May
3/11/2022,3,2022,Referral,Black Friday Push,2479.39,199.78,225737,14656,4218,280,2679.17,18314.18,65.41,0.0664,9.57,March
2/1/2021,2,2021,Instagram,Lead Gen Burst,234.93,402.91,370947,10189,802,26,637.84,7169.93,275.77,0.0324,24.53,February
7/24/2023,7,2023,Instagram,Holiday Sales,2576.73,196.35,120682,17353,784,173,2773.08,8334.02,48.17,0.2207,16.03,July
3/26/2022,3,2022,Facebook Ads,Holiday Sales,4823.69,61.77,14386,2094,2855,156,4885.46,563.76,3.61,0.0546,31.32,March
3/7/2024,3,2024,TikTok,Reactivation Campaign,1982.61,287.26,387213,16852,2897,238,2269.87,5556.33,23.35,0.0822,9.54,March
11/16/2023,11,2023,LinkedIn Ads,Black Friday Push,291.08,425.66,55460,18183,1898,376,716.74,16133.57,42.91,0.1981,1.91,November
3/4/2023,3,2023,Google Search,Summer Promo,251.68,402.04,400437,17533,3311,82,653.72,12386.72,151.06,0.0248,7.97,March
5/3/2023,5,2023,Instagram,Black Friday Push,2001.14,104.06,417690,3442,2907,492,2105.2,15124.86,30.74,0.1692,4.28,May
2/4/2021,2,2021,Email,Lead Gen Burst,884.12,342.93,116375,19206,4808,356,1227.05,9054.83,25.43,0.074,3.45,February
10/1/2021,10,2021,Email,Holiday Sales,214.43,125.84,375804,10722,3723,490,340.27,6332.64,12.92,0.1316,0.69,October
11/22/2022,11,2022,Instagram,Black Friday Push,3805.45,124.74,153117,14494,26,413,3930.19,9759.64,23.63,15.8846,9.52,November
11/18/2021,11,2021,TikTok,Summer Promo,2346.76,439.55,354463,6834,1505,273,2786.31,6596.81,24.16,0.1814,10.21,November
4/4/2021,4,2021,TikTok,Reactivation Campaign,1517.3,139.84,117582,17979,847,68,1657.14,16811.63,247.23,0.0803,24.37,April
8/12/2022,8,2022,Referral,Black Friday Push,4510.41,146.36,499909,1120,1765,44,4656.77,6093.94,138.5,0.0249,105.84,August
